Timestamp|Palm|ThumbStart|ThumbMid|ThumbEnd|IndexStart|IndexMid1|IndexMid2|IndexEnd|MiddleStart|MiddleMid1|MiddleMid2|MiddleEnd|RingStart|RingMid1|RingMid2|RingEnd|PinkyStart|PinkyMid1|PinkyMid2|PinkyEnd|Arm SecondHand --> 
0.152000|[-81.501724,399.847900,167.941940]|[[-63.320099,-63.320099,351.246002],[351.246002,185.242508,185.242508]]|[[-63.320099,-32.526188,351.246002],[369.207520,185.242508,190.462723]]|[[-32.526188,-9.757323,369.207520],[392.413300,190.462723,197.178085]]|[[-9.757323,0.002335,392.413300],[414.284515,197.178085,204.809677]]|[[-73.248802,-48.854191,351.628815],[411.551666,162.835571,162.600830]]|[[-48.854191,-41.189552,411.551666],[451.300415,162.600830,160.994507]]|[[-41.189552,-36.497761,451.300415],[475.994476,160.994507,166.868958]]|[[-36.497761,-32.795109,475.994476],[493.096680,166.868958,174.906494]]|[[-90.118690,-74.980202,358.642151],[418.099487,160.738800,160.414429]]|[[-74.980202,-66.051178,418.099487],[464.974396,160.414429,158.280533]]|[[-66.051178,-59.297909,464.974396],[492.078308,158.280533,166.472565]]|[[-59.297909,-53.869530,492.078308],[508.937408,166.472565,178.075592]]|[[-100.889641,-95.490372,365.792145],[420.613220,163.573044,163.367432]]|[[-95.490372,-90.060440,420.613220],[464.085449,163.367432,158.729980]]|[[-90.060440,-85.013985,464.085449],[489.551483,158.729980,162.928070]]|[[-85.013985,-80.565147,489.551483],[508.893768,162.928070,170.160400]]|[[-113.848221,-116.033241,366.006927],[416.908356,170.171265,168.030426]]|[[-116.033241,-119.737625,416.908356],[445.596344,168.030426,164.827301]]|[[-119.737625,-119.417061,445.596344],[465.637543,164.827301,167.593002]]|[[-119.417061,-117.036140,465.637543],[480.355133,167.593002,172.828491]]|[[-217.281433,128.627548,189.460175],[-105.025887,337.264008,173.593658]]
0.164000|[-80.226883,398.242950,165.654083]|[[-62.470261,-62.470261,349.488251],[349.488251,183.082336,183.082336]]|[[-62.470261,-31.416767,349.488251],[366.864899,183.082336,188.872787]]|[[-31.416767,-8.391375,366.864899],[389.825104,188.872787,196.109741]]|[[-8.391375,1.258248,389.825104],[411.635986,196.109741,204.155014]]|[[-72.396095,-47.503746,349.939484],[409.706726,160.585739,160.335220]]|[[-47.503746,-39.249935,409.706726],[449.417664,160.335220,158.099350]]|[[-39.249935,-34.069603,449.417664],[474.247131,158.099350,163.599106]]|[[-34.069603,-30.004274,474.247131],[491.502625,163.599106,171.282150]]|[[-89.169090,-73.542572,357.075775],[416.451508,158.512558,158.152374]]|[[-73.542572,-64.306824,416.451508],[463.297974,158.152374,155.936707]]|[[-64.306824,-57.391304,463.297974],[490.349548,155.936707,164.055756]]|[[-57.391304,-51.960590,490.349548],[507.100189,164.055756,175.659332]]|[[-99.862663,-94.019295,364.308777],[419.123322,161.272873,161.015305]]|[[-94.019295,-88.182014,419.123322],[462.588257,161.015305,155.913818]]|[[-88.182014,-82.925323,462.588257],[488.198395,155.913818,159.744873]]|[[-82.925323,-78.372108,488.198395],[507.759430,159.744873,166.678741]]|[[-112.827698,-114.600876,364.621857],[415.572632,167.858673,165.652298]]|[[-114.600876,-118.007278,415.572632],[444.342743,165.652298,162.372604]]|[[-118.007278,-117.488159,444.342743],[464.419220,162.372604,165.136993]]|[[-117.488159,-115.023209,464.419220],[479.169312,165.136993,170.551468]]|[[-216.369186,126.938171,187.407990],[-104.168808,335.774078,171.357910]]
0.179000|[-80.974602,398.694672,164.498688]|[[-63.209393,-63.209393,349.941620],[349.941620,182.108795,182.108795]]|[[-63.209393,-32.158306,349.941620],[367.369537,182.108795,187.690216]]|[[-32.158306,-9.290491,367.369537],[390.573914,187.690216,194.693054]]|[[-9.290491,-0.337246,390.573914],[412.649841,194.693054,202.710434]]|[[-73.241592,-48.259399,350.340485],[410.063141,159.592209,159.035217]]|[[-48.259399,-39.645138,410.063141],[449.710815,159.035217,156.424301]]|[[-39.645138,-34.283165,449.710815],[474.684906,156.424301,161.615067]]|[[-34.283165,-30.151964,474.684906],[492.203644,161.615067,169.086395]]|[[-90.017342,-74.301155,357.508911],[416.854126,157.552521,156.914627]]|[[-74.301155,-65.197853,416.854126],[463.822540,156.914627,154.526367]]|[[-65.197853,-58.509495,463.822540],[490.944885,154.526367,162.443802]]|[[-58.509495,-53.228771,490.944885],[507.816254,162.443802,173.817139]]|[[-100.689232,-94.762245,364.803345],[419.603394,160.297775,159.809036]]|[[-94.762245,-88.682709,419.603394],[462.984955,159.809036,154.464340]]|[[-88.682709,-83.349716,462.984955],[488.630219,154.464340,158.089905]]|[[-83.349716,-78.782509,488.630219],[508.338867,158.089905,164.875427]]|[[-113.633118,-115.333809,365.168488],[416.109344,166.939667,164.539703]]|[[-115.333809,-118.854080,416.109344],[444.900085,164.539703,161.392899]]|[[-118.854080,-118.489525,444.900085],[464.939178,161.392899,164.369080]]|[[-118.489525,-116.205681,464.939178],[479.671509,164.369080,169.976883]]|[[-216.944534,127.331825,186.436935],[-104.974823,336.277496,170.471100]]
0.195000|[-81.552437,399.377747,164.320999]|[[-63.381874,-63.381874,350.675385],[350.675385,181.957031,181.957031]]|[[-63.381874,-32.365349,350.675385],[368.367981,181.957031,186.739166]]|[[-32.365349,-9.812825,368.367981],[391.913971,186.739166,193.247131]]|[[-9.812825,-1.265253,391.913971],[414.181274,193.247131,201.183243]]|[[-73.758751,-48.910179,351.019501],[410.793976,159.455185,158.426636]]|[[-48.910179,-40.100933,410.793976],[450.463440,158.426636,155.531693]]|[[-40.100933,-34.470928,450.463440],[475.511505,155.531693,160.550034]]|[[-34.470928,-30.110353,475.511505],[493.130615,160.550034,167.906921]]|[[-90.576416,-74.993652,358.133942],[417.511414,157.643723,156.639908]]|[[-74.993652,-65.863274,417.511414],[464.467010,156.639908,154.267624]]|[[-65.863274,-58.937950,464.467010],[491.516663,154.267624,162.248566]]|[[-58.937950,-53.440891,491.516663],[508.249207,162.248566,173.720001]]|[[-101.243660,-95.438416,365.439178],[420.251495,160.465271,159.735367]]|[[-95.438416,-89.343315,420.251495],[463.606262,159.735367,154.279053]]|[[-89.343315,-83.966599,463.606262],[489.259033,154.279053,157.841110]]|[[-83.966599,-79.358398,489.259033],[508.981171,157.841110,164.599258]]|[[-114.140503,-115.976021,365.808014],[416.739014,167.216309,164.673477]]|[[-115.976021,-119.587402,416.739014],[445.505585,164.673477,161.274796]]|[[-119.587402,-119.279251,445.505585],[465.676178,161.274796,163.919830]]|[[-119.279251,-117.050011,465.676178],[480.636688,163.919830,169.206573]]|[[-217.267715,127.925476,186.609894],[-105.375793,336.926117,170.679733]]
0.211000|[-81.940582,399.171997,164.247116]|[[-63.301338,-63.301338,350.589264],[350.589264,181.719070,181.719070]]|[[-63.301338,-32.090683,350.589264],[368.335876,181.719070,185.947266]]|[[-32.090683,-9.524087,368.335876],[391.858154,185.947266,192.146667]]|[[-9.524087,-1.034958,391.858154],[414.162048,192.146667,200.024338]]|[[-73.928329,-49.393177,350.854340],[410.699402,159.330063,158.054596]]|[[-49.393177,-40.425644,410.699402],[450.347382,158.054596,154.727814]]|[[-40.425644,-34.562420,450.347382],[475.495087,154.727814,159.515274]]|[[-34.562420,-29.950758,475.495087],[493.265289,159.515274,166.668488]]|[[-90.833267,-75.554123,357.895538],[417.300018,157.668671,156.506638]]|[[-75.554123,-66.541298,417.300018],[464.264343,156.506638,153.925644]]|[[-66.541298,-59.579357,464.264343],[491.386688,153.925644,161.717117]]|[[-59.579357,-54.022320,491.386688],[508.185364,161.717117,173.087082]]|[[-101.515663,-95.981712,365.189636],[419.986328,160.566788,159.772812]]|[[-95.981712,-90.085419,419.986328],[463.383606,159.772812,154.202515]]|[[-90.085419,-84.828514,463.383606],[489.060120,154.202515,157.642868]]|[[-84.828514,-80.276268,489.060120],[508.797028,157.642868,164.265030]]|[[-114.354103,-116.453560,365.502197],[416.384003,167.480682,164.949066]]|[[-116.453560,-120.436935,416.384003],[445.061646,164.949066,161.204987]]|[[-120.436935,-120.454071,445.061646],[465.329651,161.204987,163.507736]]|[[-120.454071,-118.509338,465.329651],[480.474182,163.507736,168.375244]]|[[-217.176971,127.815025,186.896896],[-105.430801,336.669830,170.802963]]
0.226000|[-82.141266,398.476318,164.327057]|[[-63.277378,-63.277378,349.981506],[349.981506,181.753647,181.753647]]|[[-63.277378,-31.952055,349.981506],[367.602051,181.753647,185.770767]]|[[-31.952055,-9.260619,367.602051],[390.959167,185.770767,191.794235]]|[[-9.260619,-0.769144,390.959167],[413.287506,191.794235,199.649078]]|[[-73.941360,-49.648827,350.190308],[410.087799,159.407593,158.063217]]|[[-49.648827,-40.500912,410.087799],[449.677063,158.063217,154.427933]]|[[-40.500912,-34.463261,449.677063],[474.927582,154.427933,158.991425]]|[[-34.463261,-29.684628,474.927582],[492.885406,158.991425,165.997528]]|[[-90.902786,-75.858292,357.183228],[416.605896,157.756851,156.550705]]|[[-75.858292,-66.993202,416.605896],[463.565491,156.550705,153.850891]]|[[-66.993202,-60.112778,463.565491],[490.745667,153.850891,161.658875]]|[[-60.112778,-54.614044,490.745667],[507.592712,161.658875,173.109558]]|[[-101.612984,-96.289146,364.461914],[419.243439,160.702179,159.890289]]|[[-96.289146,-90.507668,419.243439],[462.692413,159.890289,154.230713]]|[[-90.507668,-85.336761,462.692413],[488.396820,154.230713,157.646942]]|[[-85.336761,-80.867821,488.396820],[508.151855,157.646942,164.263947]]|[[-114.432007,-116.726646,364.737946],[415.578583,167.664108,165.136414]]|[[-116.726646,-120.916908,415.578583],[444.208496,165.136414,161.115158]]|[[-120.916908,-121.083115,444.208496],[464.595032,161.115158,163.095596]]|[[-121.083115,-119.261292,464.595032],[479.893005,163.095596,167.738937]]|[[-217.062637,127.236656,187.368820],[-105.403633,335.941284,170.946442]]
0.241000|[-82.370293,398.129578,164.409683]|[[-63.234257,-63.234257,349.698914],[349.698914,181.712311,181.712311]]|[[-63.234257,-31.968334,349.698914],[367.364349,181.712311,185.581940]]|[[-31.968334,-9.368641,367.364349],[390.790924,185.581940,191.557922]]|[[-9.368641,-1.010616,390.790924],[413.142059,191.557922,199.455109]]|[[-73.984749,-49.949741,349.889740],[409.865387,159.414978,158.063507]]|[[-49.949741,-40.695408,409.865387],[449.401733,158.063507,154.262543]]|[[-40.695408,-34.582176,449.401733],[474.741882,154.262543,158.648239]]|[[-34.582176,-29.746893,474.741882],[492.896515,158.648239,165.476562]]|[[-90.990166,-76.197289,356.811371],[416.274567,157.811691,156.628342]]|[[-76.197289,-67.458099,416.274567],[463.247253,156.628342,153.892944]]|[[-67.458099,-60.590355,463.247253],[490.527252,153.892944,161.674408]]|[[-60.590355,-55.072800,490.527252],[507.490814,161.674408,173.115341]]|[[-101.717438,-96.621323,364.063538],[418.847229,160.805359,160.042557]]|[[-96.621323,-90.998528,418.847229],[462.346863,160.042557,154.385040]]|[[-90.998528,-85.898506,462.346863],[488.082001,154.385040,157.789749]]|[[-85.898506,-81.471085,488.082001],[507.861053,157.789749,164.403580]]|[[-114.512077,-117.021172,364.287018],[415.102325,167.818436,165.360809]]|[[-117.021172,-121.329124,415.102325],[443.736115,165.360809,161.403214]]|[[-121.329124,-121.563484,443.736115],[464.100464,161.403214,163.504120]]|[[-121.563484,-119.776787,464.100464],[479.367889,163.504120,168.263687]]|[[-216.968018,126.889519,187.531174],[-105.383789,335.528595,171.027069]]
0.257000|[-82.666405,398.017548,164.526138]|[[-63.322662,-63.322662,349.626007],[349.626007,181.734039,181.734039]]|[[-63.322662,-32.147800,349.626007],[367.394104,181.734039,185.484680]]|[[-32.147800,-9.712584,367.394104],[390.973785,185.484680,191.435257]]|[[-9.712584,-1.642689,390.973785],[413.387390,191.435257,199.399933]]|[[-74.168915,-50.300716,349.803528],[409.825470,159.471771,158.066391]]|[[-50.300716,-41.019772,409.825470],[449.362366,158.066391,154.121384]]|[[-41.019772,-34.902252,449.362366],[474.773560,154.121384,158.367874]]|[[-34.902252,-30.063787,474.773560],[493.026703,158.367874,165.082520]]|[[-91.205978,-76.575325,356.689636],[416.175293,157.938202,156.735306]]|[[-76.575325,-68.016373,416.175293],[463.181366,156.735306,153.944458]]|[[-68.016373,-61.226429,463.181366],[490.536499,153.944458,161.679947]]|[[-61.226429,-55.728466,490.536499],[507.558136,161.679947,173.089798]]|[[-101.940399,-96.990128,363.919220],[418.701355,160.976440,160.227615]]|[[-96.990128,-91.489571,418.701355],[462.232483,160.227615,154.566238]]|[[-91.489571,-86.441475,462.232483],[487.979797,154.566238,157.957764]]|[[-86.441475,-82.035820,487.979797],[507.754272,157.957764,164.569809]]|[[-114.712753,-117.361633,364.113800],[414.909973,168.033951,165.616989]]|[[-117.361633,-121.771149,414.909973],[443.532867,165.616989,161.737335]]|[[-121.771149,-122.068459,443.532867],[463.854431,161.737335,163.925476]]|[[-122.068459,-120.334946,463.854431],[479.034180,163.925476,168.731308]]|[[-216.960632,126.745026,187.726807],[-105.507584,335.376923,171.181717]]
0.272000|[-82.924126,397.977905,164.719421]|[[-63.438007,-63.438007,349.617950],[349.617950,181.834564,181.834564]]|[[-63.438007,-32.323410,349.617950],[367.472290,181.834564,185.604645]]|[[-32.323410,-10.015990,367.472290],[391.102203,185.604645,191.573898]]|[[-10.015990,-2.087255,391.102203],[413.497437,191.573898,199.560791]]|[[-74.315514,-50.600502,349.796356],[409.869171,159.601440,158.226852]]|[[-50.600502,-41.269417,409.869171],[449.373291,158.226852,154.109116]]|[[-41.269417,-35.109158,449.373291],[474.819611,154.109116,158.245239]]|[[-35.109158,-30.225807,474.819611],[493.103088,158.245239,164.882050]]|[[-91.374794,-76.894226,356.642548],[416.156311,158.085175,156.928329]]|[[-76.894226,-68.462807,416.156311],[463.213898,156.928329,154.133926]]|[[-68.462807,-61.712925,463.213898],[490.640106,154.133926,161.839737]]|[[-61.712925,-56.223003,490.640106],[507.708374,161.839737,173.218979]]|[[-102.119431,-97.305428,363.842773],[418.629425,161.165970,160.474136]]|[[-97.305428,-91.933220,418.629425],[462.187256,160.474136,154.814102]]|[[-91.933220,-86.939484,462.187256],[487.955322,154.814102,158.161102]]|[[-86.939484,-82.542130,487.955322],[507.731262,158.161102,164.751236]]|[[-114.877594,-117.654709,364.000641],[414.785370,168.241913,165.890579]]|[[-117.654709,-122.106918,414.785370],[443.407135,165.890579,162.067307]]|[[-122.106918,-122.406822,443.407135],[463.713684,162.067307,164.262238]]|[[-122.406822,-120.677185,463.713684],[478.848907,164.262238,169.045883]]|[[-216.893097,126.605469,187.895981],[-105.614799,335.289703,171.340881]]
0.288000|[-83.205994,397.732483,164.905762]|[[-63.633350,-63.633350,349.400787],[349.400787,181.959671,181.959671]]|[[-63.633350,-32.520782,349.400787],[367.313568,181.959671,185.618210]]|[[-32.520782,-10.272808,367.313568],[390.949097,185.618210,191.471802]]|[[-10.272808,-2.343101,390.949097],[413.345520,191.471802,199.407257]]|[[-74.525513,-50.900608,349.574738],[409.664703,159.745651,158.386566]]|[[-50.900608,-41.534119,409.664703],[449.137085,158.386566,154.283096]]|[[-41.534119,-35.372120,449.137085],[474.585327,154.283096,158.419998]]|[[-35.372120,-30.500092,474.585327],[492.877563,158.419998,165.044571]]|[[-91.600525,-77.206543,356.403534],[415.921814,158.247803,157.116959]]|[[-77.206543,-68.832893,415.921814],[462.997040,157.116959,154.354065]]|[[-68.832893,-62.103233,462.997040],[490.439697,154.354065,162.070129]]|[[-62.103233,-56.632744,490.439697],[507.502777,162.070129,173.481094]]|[[-102.357635,-97.620575,363.582581],[418.361511,161.355209,160.697372]]|[[-97.620575,-92.353127,418.361511],[461.907776,160.697372,155.181000]]|[[-92.353127,-87.424042,461.907776],[487.635468,155.181000,158.619614]]|[[-87.424042,-83.088623,487.635468],[507.352509,158.619614,165.280487]]|[[-115.114265,-117.962769,363.718140],[414.487000,168.441864,166.131088]]|[[-117.962769,-122.401749,414.487000],[443.086853,166.131088,162.363647]]|[[-122.401749,-122.675125,443.086853],[463.363800,162.363647,164.600754]]|[[-122.675125,-120.905281,463.363800],[478.430695,164.600754,169.430771]]|[[-216.864807,126.310074,188.174957],[-105.802025,335.027954,171.512543]]
