Timestamp|Palm|ThumbStart|ThumbMid|ThumbEnd|IndexStart|IndexMid1|IndexMid2|IndexEnd|MiddleStart|MiddleMid1|MiddleMid2|MiddleEnd|RingStart|RingMid1|RingMid2|RingEnd|PinkyStart|PinkyMid1|PinkyMid2|PinkyEnd|Arm SecondHand --> 
0.156000|[-31.816196,400.498627,153.656403]|[[-39.093105,-39.093105,366.247253],[366.247253,185.410233,185.410233]]|[[-39.093105,-12.547486,366.247253],[384.331055,185.410233,191.209732]]|[[-12.547486,7.780703,384.331055],[402.866211,191.209732,193.647751]]|[[7.780703,20.460983,402.866211],[420.379059,193.647751,193.547180]]|[[-40.575886,-0.097769,360.255798],[397.943756,165.553833,159.497696]]|[[-0.097769,28.392540,397.943756],[414.802979,159.497696,147.892319]]|[[28.392540,46.589405,414.802979],[429.515900,147.892319,145.555939]]|[[46.589405,61.164387,429.515900],[443.689178,145.555939,146.265366]]|[[-51.542179,-18.059013,369.403961],[409.105682,155.668381,146.365814]]|[[-18.059013,-2.912734,409.105682],[442.884125,146.365814,162.945847]]|[[-2.912734,-7.393455,442.884125],[449.149475,162.945847,182.776382]]|[[-7.393455,-15.454083,449.149475],[446.865479,182.776382,196.608826]]|[[-58.580986,-34.056705,378.924957],[417.773438,151.528381,139.976074]]|[[-34.056705,-15.925507,417.773438],[452.352661,139.976074,130.201721]]|[[-15.925507,-8.774318,452.352661],[474.680817,130.201721,135.172531]]|[[-8.774318,-5.299230,474.680817],[492.048004,135.172531,143.069336]]|[[-70.480957,-52.579807,385.092621],[422.312408,151.448212,136.709900]]|[[-52.579807,-43.871632,422.312408],[444.725708,136.709900,127.678032]]|[[-43.871632,-37.738453,444.725708],[463.087799,127.678032,127.787827]]|[[-37.738453,-31.955593,463.087799],[478.063660,127.787827,131.706436]]|[[-178.515381,194.699356,216.549881],[-71.541954,360.840973,165.782684]]
0.175000|[-29.102148,397.028320,153.309738]|[[-36.185226,-36.185226,362.886993],[362.886993,185.198730,185.198730]]|[[-36.185226,-8.428976,362.886993],[380.009918,185.198730,189.811325]]|[[-8.428976,14.232044,380.009918],[396.935547,189.811325,191.606262]]|[[14.232044,28.967756,396.935547],[413.413910,191.606262,191.135971]]|[[-37.869804,2.665229,356.867401],[394.305206,165.293701,158.830948]]|[[2.665229,31.133512,394.305206],[411.379120,158.830948,147.447266]]|[[31.133512,49.372688,411.379120],[426.302765,147.447266,145.308975]]|[[49.372688,63.961491,426.302765],[440.519196,145.308975,146.478516]]|[[-48.902882,-15.374249,366.073486],[405.553497,155.559952,145.922791]]|[[-15.374249,-1.222687,405.553497],[439.468445,145.922791,162.918686]]|[[-1.222687,-6.333128,439.468445],[445.185303,162.918686,182.849777]]|[[-6.333128,-14.453354,445.185303],[442.357300,182.849777,196.446198]]|[[-55.953491,-31.395985,375.622009],[414.291138,151.463150,139.667404]]|[[-31.395985,-13.313650,414.291138],[448.692719,139.667404,128.363754]]|[[-13.313650,-5.813091,448.692719],[471.509857,128.363754,132.089355]]|[[-5.813091,-1.675934,471.509857],[489.708344,132.089355,138.814194]]|[[-67.863152,-49.957405,381.821899],[418.894287,151.485687,136.574265]]|[[-49.957405,-42.123611,418.894287],[441.311340,136.574265,126.656631]]|[[-42.123611,-36.476402,441.311340],[459.934021,126.656631,125.361488]]|[[-36.476402,-30.531349,459.934021],[475.707397,125.361488,127.645370]]|[[-175.645126,191.377228,216.381866],[-68.780746,357.497467,165.836319]]
0.190000|[-27.218086,393.883759,153.547516]|[[-34.302925,-34.302925,359.966248],[359.966248,185.580597,185.580597]]|[[-34.302925,-5.546353,359.966248],[376.090363,185.580597,189.314163]]|[[-5.546353,18.912584,376.090363],[391.636414,189.314163,190.700882]]|[[18.912584,35.225574,391.636414],[407.291290,190.700882,189.982285]]|[[-35.932606,4.619865,353.859650],[391.176575,165.742157,159.069000]]|[[4.619865,33.226784,391.176575],[408.430756,159.069000,148.151550]]|[[33.226784,51.597462,408.430756],[423.378418,148.151550,146.324280]]|[[51.597462,66.201370,423.378418],[437.542664,146.324280,147.924301]]|[[-47.006256,-13.454405,362.994415],[402.346802,155.958740,146.109833]]|[[-13.454405,0.133041,402.346802],[436.268127,146.109833,163.457993]]|[[0.133041,-5.321282,436.268127],[441.580170,163.457993,183.447006]]|[[-5.321282,-13.457642,441.580170],[438.281219,183.447006,196.883362]]|[[-54.079746,-29.494991,372.489471],[411.034515,151.842422,139.848282]]|[[-29.494991,-11.277281,411.034515],[445.230042,139.848282,128.185349]]|[[-11.277281,-3.597894,445.230042],[468.056122,128.185349,131.562378]]|[[-3.597894,0.813479,468.056122],[486.466919,131.562378,137.858261]]|[[-66.020378,-48.087151,378.663727],[415.608032,151.867645,136.773697]]|[[-48.087151,-40.633633,415.608032],[437.986755,136.773697,126.507454]]|[[-40.633633,-35.102993,437.986755],[456.686768,126.507454,124.752434]]|[[-35.102993,-29.001329,456.686768],[472.704254,124.752434,126.520164]]|[[-173.731247,188.505005,216.697403],[-66.907806,354.485046,166.251221]]
0.206000|[-25.514345,391.965820,154.375809]|[[-32.482086,-32.482086,358.061920],[358.061920,186.441254,186.441254]]|[[-32.482086,-2.629036,358.061920],[372.471985,186.441254,189.452499]]|[[-2.629036,23.315519,372.471985],[386.564087,189.452499,190.639801]]|[[23.315519,41.069561,386.564087],[401.510040,190.639801,189.902908]]|[[-34.214218,6.403052,352.004089],[389.130585,166.608109,159.688232]]|[[6.403052,35.076332,389.130585],[406.596558,159.688232,149.172501]]|[[35.076332,53.512218,406.596558],[421.602631,149.172501,147.717331]]|[[53.512218,68.139648,421.602631],[435.727386,147.717331,149.870148]]|[[-45.365536,-11.756479,361.185425],[400.376404,156.905624,146.863907]]|[[-11.756479,1.731114,400.376404],[434.378601,146.863907,164.167435]]|[[1.731114,-3.581159,434.378601],[439.717072,164.167435,184.202164]]|[[-3.581159,-11.585880,439.717072],[436.447968,184.202164,197.839539]]|[[-52.457825,-27.825794,370.696808],[409.118958,152.835526,140.712875]]|[[-27.825794,-9.675723,409.118958],[443.186646,140.712875,128.807892]]|[[-9.675723,-1.948660,443.186646],[465.988983,128.807892,131.964844]]|[[-1.948660,2.573861,465.988983],[484.455688,131.964844,138.030609]]|[[-64.404144,-46.445644,376.883423],[413.735779,152.953629,137.779480]]|[[-46.445644,-39.446835,413.735779],[436.118134,137.779480,127.129868]]|[[-39.446835,-33.983715,436.118134],[454.918274,127.129868,124.798805]]|[[-33.983715,-27.710178,454.918274],[471.212494,124.798805,125.944931]]|[[-172.073563,186.994110,217.729996],[-65.229301,352.737000,167.290573]]
0.222000|[-23.818245,390.202667,155.080353]|[[-30.690691,-30.690691,356.341888],[356.341888,187.147476,187.147476]]|[[-30.690691,-0.335295,356.341888],[369.713959,187.147476,189.615005]]|[[-0.335295,26.154613,369.713959],[383.153656,189.615005,190.508423]]|[[26.154613,44.247593,383.153656],[397.985901,190.508423,189.554123]]|[[-32.510036,8.171362,350.297302],[387.280029,167.345795,160.271332]]|[[8.171362,36.811893,387.280029],[404.951660,160.271332,149.990631]]|[[36.811893,55.239887,404.951660],[420.065033,149.990631,148.604614]]|[[55.239887,69.905922,420.065033],[434.269501,148.604614,150.841995]]|[[-43.718227,-10.048897,359.487915],[398.558716,157.685242,147.524185]]|[[-10.048897,3.450688,398.558716],[432.694275,147.524185,164.440033]]|[[3.450688,-1.473220,432.694275],[438.360016,164.440033,184.449036]]|[[-1.473220,-9.133804,438.360016],[435.360077,184.449036,198.360535]]|[[-50.824402,-26.139126,369.003632],[407.335999,153.652359,141.451965]]|[[-26.139126,-8.045598,407.335999],[441.307648,141.451965,129.204346]]|[[-8.045598,-0.259581,441.307648],[464.193817,129.204346,131.841888]]|[[-0.259581,4.503602,464.193817],[482.867584,131.841888,137.311157]]|[[-62.783218,-44.786732,375.208405],[411.995209,153.843948,138.623062]]|[[-44.786732,-38.008110,411.995209],[434.364288,138.623062,127.745064]]|[[-38.008110,-32.656757,434.364288],[453.176239,127.745064,125.149437]]|[[-32.656757,-26.328133,453.176239],[469.607178,125.149437,126.031914]]|[[-170.493958,185.385162,218.045639],[-63.572639,351.096252,168.109344]]
0.237000|[-22.442047,388.989868,155.473328]|[[-29.147110,-29.147110,355.258179],[355.258179,187.566666,187.566666]]|[[-29.147110,1.564618,355.258179],[367.963898,187.566666,189.431061]]|[[1.564618,28.442793,367.963898],[380.879486,189.431061,189.807922]]|[[28.442793,46.954723,380.879486],[395.479614,189.807922,188.431534]]|[[-31.052254,9.598081,349.131653],[386.086060,167.810791,160.601212]]|[[9.598081,38.229797,386.086060],[404.026672,160.601212,150.788971]]|[[38.229797,56.647709,404.026672],[419.202301,150.788971,149.577225]]|[[56.647709,71.334320,419.202301],[433.434082,149.577225,151.960556]]|[[-42.304977,-8.671664,358.276184],[397.316498,158.164062,147.886810]]|[[-8.671664,4.848919,397.316498],[431.626099,147.886810,164.083252]]|[[4.848919,0.201863,431.626099],[437.858856,164.083252,183.953140]]|[[0.201863,-7.234436,437.858856],[435.390442,183.953140,198.043640]]|[[-49.435467,-24.787895,367.750488],[406.052765,154.157776,141.867142]]|[[-24.787895,-6.665974,406.052765],[439.869904,141.867142,129.121475]]|[[-6.665974,1.316725,439.869904],[462.840332,129.121475,131.412048]]|[[1.316725,6.282847,462.840332],[481.732788,131.412048,136.573105]]|[[-61.420574,-43.467316,373.950287],[410.706543,154.407394,139.116974]]|[[-43.467316,-37.030827,410.706543],[433.125580,139.116974,128.058167]]|[[-37.030827,-31.911064,433.125580],[451.978699,128.058167,125.400436]]|[[-31.911064,-25.720205,451.978699],[468.501282,125.400436,126.182632]]|[[-169.275070,184.306900,218.113419],[-62.163513,349.913757,168.599609]]
0.253000|[-21.323727,387.999207,155.774841]|[[-27.475983,-27.475983,354.123169],[354.123169,187.693375,187.693375]]|[[-27.475983,3.649034,354.123169],[365.995789,187.693375,188.783279]]|[[3.649034,30.822189,365.995789],[378.472137,188.783279,188.593994]]|[[30.822189,49.715752,378.472137],[393.034760,188.593994,186.814072]]|[[-29.646856,10.791199,348.073975],[385.220764,167.977539,160.675156]]|[[10.791199,39.420559,385.220764],[403.432373,160.675156,151.454620]]|[[39.420559,57.821030,403.432373],[418.645813,151.454620,150.510071]]|[[57.821030,72.525993,418.645813],[432.877747,150.510071,153.190384]]|[[-41.007023,-7.616338,357.163452],[396.386993,158.467239,148.166687]]|[[-7.616338,6.029775,396.386993],[431.163391,148.166687,162.999130]]|[[6.029775,2.179169,431.163391],[438.677887,162.999130,182.510834]]|[[2.179169,-4.541972,438.677887],[437.216187,182.510834,196.982101]]|[[-48.216167,-23.821712,366.609100],[405.071960,154.546326,142.299774]]|[[-23.821712,-5.858055,405.071960],[438.921753,142.299774,129.396652]]|[[-5.858055,2.191821,438.921753],[461.920044,129.396652,131.398392]]|[[2.191821,7.298886,461.920044],[480.918732,131.398392,136.194626]]|[[-60.262386,-42.578136,372.752075],[409.661621,154.963806,139.762024]]|[[-42.578136,-36.707989,409.661621],[432.162140,139.762024,128.461823]]|[[-36.707989,-31.868021,432.162140],[451.070740,128.461823,125.566589]]|[[-31.868021,-25.767799,451.070740],[467.797241,125.566589,125.987831]]|[[-168.032867,183.191711,218.275558],[-60.819988,348.730194,168.970596]]
0.268000|[-20.477875,387.136841,156.143188]|[[-26.104719,-26.104719,353.086029],[353.086029,187.851166,187.851166]]|[[-26.104719,5.570284,353.086029],[363.705231,187.851166,188.377670]]|[[5.570284,33.436298,363.705231],[375.184875,188.377670,187.783234]]|[[33.436298,53.240971,375.184875],[389.242706,187.783234,185.743240]]|[[-28.472551,11.719850,347.118896],[384.504822,168.158951,160.809708]]|[[11.719850,40.354870,384.504822],[402.758514,160.809708,151.935974]]|[[40.354870,58.685772,402.758514],[417.942688,151.935974,151.103058]]|[[58.685772,73.359100,417.942688],[432.166748,151.103058,153.955002]]|[[-39.959442,-6.845815,356.170746],[395.619629,158.789490,148.511826]]|[[-6.845815,7.021605,395.619629],[430.926056,148.511826,161.546570]]|[[7.021605,4.207916,430.926056],[439.747650,161.546570,180.369064]]|[[4.207916,-1.580434,439.747650],[439.400726,180.369064,194.920929]]|[[-47.256405,-23.148090,365.579803],[404.238068,154.982056,142.822830]]|[[-23.148090,-5.237785,404.238068],[438.048920,142.822830,129.543228]]|[[-5.237785,2.943705,438.048920],[460.983734,129.543228,130.959183]]|[[2.943705,8.253843,460.983734],[480.096130,130.959183,135.235153]]|[[-59.352455,-41.968018,371.643860],[408.737213,155.562164,140.489212]]|[[-41.968018,-36.636353,408.737213],[431.304108,140.489212,128.926575]]|[[-36.636353,-32.030464,431.304108],[450.249603,128.926575,125.724892]]|[[-32.030464,-26.005932,450.249603],[467.105316,125.724892,125.755707]]|[[-166.981873,182.084488,218.360458],[-59.722656,347.630981,169.361481]]
0.284000|[-19.884521,386.857391,156.438339]|[[-24.649378,-24.649378,352.407867],[352.407867,187.701309,187.701309]]|[[-24.649378,7.645809,352.407867],[361.313049,187.701309,187.415131]]|[[7.645809,36.217510,361.313049],[371.719543,187.415131,186.084000]]|[[36.217510,56.800869,371.719543],[385.412628,186.084000,183.518814]]|[[-27.455793,12.409175,346.673676],[384.441223,168.043167,160.554733]]|[[12.409175,40.954899,384.441223],[402.865631,160.554733,152.217941]]|[[40.954899,59.174583,402.865631],[418.076599,152.217941,151.538666]]|[[59.174583,73.818268,418.076599],[432.337463,151.538666,154.583862]]|[[-39.132885,-6.411560,355.676941],[395.503845,159.022415,148.748032]]|[[-6.411560,7.611373,395.503845],[431.590088,148.748032,159.678223]]|[[7.611373,5.771202,431.590088],[442.091949,159.678223,177.609604]]|[[5.771202,1.121297,442.091949],[443.111420,177.609604,192.249939]]|[[-46.527657,-22.842903,365.055969],[404.060181,155.426041,143.404877]]|[[-22.842903,-5.054128,404.060181],[437.877838,143.404877,129.900024]]|[[-5.054128,3.260284,437.877838],[460.779907,129.900024,131.042252]]|[[3.260284,8.766158,460.779907],[479.974762,131.042252,134.901581]]|[[-58.642742,-41.723907,371.009033],[408.444611,156.322418,141.473785]]|[[-41.723907,-36.832706,408.444611],[431.156464,141.473785,129.609512]]|[[-36.832706,-32.365017,431.156464],[450.084259,129.609512,126.016266]]|[[-32.365017,-26.337074,450.084259],[467.034271,126.016266,125.653603]]|[[-165.899139,181.002518,218.301575],[-58.754486,346.941162,169.755219]]
0.299000|[-19.497084,386.438660,156.668701]|[[-23.337408,-23.337408,351.474701],[351.474701,187.375763,187.375763]]|[[-23.337408,9.429600,351.474701],[359.028168,187.375763,186.201584]]|[[9.429600,38.540642,359.028168],[368.400879,186.201584,184.055298]]|[[38.540642,59.748268,368.400879],[381.538025,184.055298,180.947754]]|[[-26.467833,12.875185,345.991394],[384.347565,167.718384,160.267166]]|[[12.875185,41.226204,384.347565],[403.301117,160.267166,152.479431]]|[[41.226204,59.170448,403.301117],[418.689819,152.479431,151.989319]]|[[59.170448,73.653717,418.689819],[433.056488,151.989319,155.202347]]|[[-38.357353,-6.225073,354.977478],[395.357635,159.031448,148.936661]]|[[-6.225073,7.892267,395.357635],[432.344513,148.936661,157.442352]]|[[7.892267,7.002550,432.344513],[444.870941,157.442352,173.987381]]|[[7.002550,3.709758,444.870941],[447.638306,173.987381,188.351974]]|[[-45.897835,-22.821938,364.301697],[403.784210,155.700256,143.980942]]|[[-22.821938,-5.312274,403.784210],[437.784668,143.980942,130.497482]]|[[-5.312274,2.969464,437.784668],[460.624695,130.497482,131.308228]]|[[2.969464,8.662487,460.624695],[479.800659,131.308228,134.926132]]|[[-58.057144,-41.774895,370.095886],[407.978821,156.899536,142.428101]]|[[-41.774895,-37.444740,407.978821],[430.900421,142.428101,130.487396]]|[[-37.444740,-33.257381,430.900421],[449.883179,130.487396,126.567970]]|[[-33.257381,-27.394964,449.883179],[466.882385,126.567970,125.949326]]|[[-165.077820,179.798965,218.039764],[-57.830090,345.928070,169.924271]]
